828,50,23,6456,664,26,23,6778,771,135,20,6459,778,36,22,6504,797,32,24,6492,788,29,23,6472,2.5168,0.88162,0.88067,0.9861
826,48,26,6456,664,23,28,6777,772,136,14,6460,777,33,21,6506,798,24,24,6493,788,32,24,6472,2.5317,0.88148,-0.827,0.9861
827,50,20,6455,664,24,21,6776,772,137,22,6460,777,32,20,6506,797,28,24,6492,788,31,24,6471,2.4877,0.75834,-0.74558,0.98271
827,50,23,6456,664,23,23,6777,770,135,24,6460,778,34,21,6506,798,23,24,6493,788,28,24,6472,2.4909,0.62282,-0.63739,0.97948
827,48,24,6456,664,29,28,6777,771,136,20,6459,777,32,19,6505,798,27,20,6493,788,27,24,6472,2.5706,0.52206,-0.49831,0.97574
828,53,25,6455,664,24,18,6777,772,136,23,6460,777,36,21,6505,797,24,24,6493,788,29,24,6472,2.689,0.44745,-0.46335,0.96938
827,50,22,6456,664,24,28,6777,772,138,18,6460,777,34,21,6506,796,28,24,6492,788,32,24,6471,2.7885,0.33954,-0.46689,0.96938
827,49,28,6456,664,23,21,6779,771,135,23,6460,777,34,25,6507,796,23,24,6492,788,31,25,6471,2.867,0.22487,-0.46547,0.96938
828,49,24,6456,664,24,23,6778,770,134,23,6460,777,32,21,6506,796,28,24,6493,788,27,24,6472,2.9501,0.11661,-0.45819,0.96938
827,50,24,6456,664,22,28,6778,771,136,18,6459,778,34,21,6507,796,24,24,6492,788,27,25,6470,3.0298,0.006437,-0.45614,0.96938
828,46,20,6456,664,25,17,6777,770,135,19,6461,777,39,21,6507,796,28,25,6492,788,30,25,6472,3.1132,-0.11094,-0.45419,0.96938
827,49,21,6455,664,22,28,6778,771,135,22,6459,777,39,16,6505,796,22,24,6492,788,32,25,6472,3.1367,-0.19237,-0.45852,0.96938
828,50,24,6456,664,24,24,6779,770,136,20,6460,776,31,21,6506,796,27,24,6493,788,30,25,6472,3.2154,-0.30202,-0.44994,0.96938
828,50,23,6456,666,23,21,6780,770,132,18,6460,776,33,20,6506,796,23,4095,6494,788,28,24,6472,3.2768,-0.38778,-0.41636,0.96938
827,50,24,6455,666,25,28,6778,770,139,24,6460,776,34,21,6506,796,23,4095,6494,788,27,25,6472,3.3634,-0.49132,-0.43872,0.96813
828,50,26,6456,666,27,16,6778,770,136,22,6460,776,37,20,6507,795,24,4095,6492,788,30,25,6472,3.4561,-0.6066,-0.40908,0.96813
827,49,26,6456,667,24,29,6780,770,136,18,6460,777,33,21,6506,794,28,4095,6493,788,32,24,6472,3.4735,-0.7284,-0.39302,0.91049
828,50,24,6455,668,29,24,6780,770,134,21,6460,777,31,23,6506,794,23,4095,6494,788,29,25,6471,3.4994,-0.78139,-0.6709,0.91049
827,51,22,6456,668,24,20,6779,770,135,23,6459,776,37,21,6507,794,29,4095,6493,788,27,25,6472,3.4968,-0.80001,-0.74108,0.91049
827,51,23,6456,668,23,28,6779,771,135,20,6459,776,39,21,6506,794,24,26,6493,788,28,25,6472,3.4792,-0.8111,-0.74128,0.91049
828,47,27,6456,668,24,20,6780,770,136,19,6460,777,34,21,6507,794,21,24,6493,788,31,24,6472,3.5113,-0.80089,-0.73802,0.91049
827,49,18,6454,668,23,29,6780,770,136,18,6459,776,34,20,6506,795,24,24,6493,788,31,25,6472,3.5113,-0.80089,-0.73802,0.91049
828,49,25,6454,669,25,28,6779,770,136,21,6460,776,32,4095,6506,796,26,24,6493,788,29,25,6472,3.5113,-0.80089,-0.73802,0.91049
828,51,24,6454,670,23,20,6780,770,142,22,6460,776,34,4095,6505,796,23,23,6493,788,27,25,6473,3.5113,-0.80089,-0.73802,0.91049
828,44,23,6454,670,24,29,6780,769,136,26,6459,776,36,4095,6506,797,30,4095,6494,788,28,25,6472,3.5113,-0.80089,-0.73802,0.91049
828,51,27,6454,670,23,20,6781,769,136,26,6459,776,35,4095,6506,797,24,4095,6493,788,27,4095,6472,3.5113,-0.80089,-0.73802,0.91049
827,50,21,6454,670,23,32,6781,769,136,23,6460,776,34,4095,6506,798,28,4095,6493,788,32,4095,6472,3.5113,-0.80089,-0.73802,0.91049
828,50,24,6454,670,24,25,6780,768,136,20,6460,776,33,4095,6506,798,23,4095,6492,788,29,4095,6472,3.5113,-0.80089,-0.73802,0.91049
828,50,23,6454,670,25,20,6780,768,135,4095,6460,776,32,4095,6505,798,27,4095,6493,788,28,4095,6472,3.5113,-0.80089,-0.73802,0.91049
828,50,23,6454,670,23,29,6780,769,136,4095,6460,776,33,4095,6506,798,23,4095,6493,787,26,4095,6472,3.5113,-0.80089,-0.73802,0.91049
828,44,32,6454,670,24,20,6780,768,137,4095,6460,776,33,4095,6506,798,28,4095,6493,788,30,4095,6472,3.5013,-0.90436,-0.74615,0.91049
828,50,22,6456,670,24,28,6781,768,137,4095,6460,776,34,4095,6506,798,23,4095,6493,787,32,4095,6472,3.4787,-1.0322,-0.82019,0.47161
828,49,24,6456,670,25,25,6780,768,138,4095,6459,776,32,4095,6506,798,27,4095,6492,787,28,4095,6473,3.4102,-1.1387,0.92702,0.47161
828,50,23,6456,670,25,20,6779,768,127,4095,6460,776,29,4095,6505,798,22,4095,6493,788,30,4095,6473,3.3779,-1.1546,0.97669,0.47161
827,50,22,6455,670,26,30,6780,768,137,4095,6460,776,35,4095,6506,798,30,4095,6494,788,32,4095,6474,3.4293,-1.1596,0.96472,0.47161
828,51,27,6456,668,24,20,6780,768,137,4095,6460,776,33,4095,6505,798,27,4095,6493,787,32,4095,6472,3.3919,-1.2253,0.96171,0.47161
828,50,22,6457,668,24,20,6780,768,140,4095,6460,776,35,4095,6506,798,30,4095,6493,786,29,4095,6473,3.2839,-1.3073,0.92767,0.46083
828,51,26,6456,667,24,25,6780,768,137,4095,6461,776,37,4095,6505,798,27,4095,6493,788,27,4095,6473,3.1716,-1.4182,0.92442,0.46083
828,50,24,6456,668,24,20,6780,768,137,4095,6461,776,34,4095,6506,798,23,4095,6494,788,29,4095,6472,3.1056,-1.5232,0.90657,0.46083
828,51,24,6456,666,24,37,6780,768,138,4095,6461,776,34,4095,6504,798,27,4095,6494,788,32,4095,6472,3.0211,-1.631,0.8939,0.46083
828,50,26,6456,666,25,19,6779,768,137,4095,6460,776,32,4095,6504,798,26,4095,6493,788,35,4095,6473,2.9833,-1.7565,-0.85706,0.46083
827,50,22,6457,665,22,27,6780,768,138,4095,6460,776,34,4095,6505,798,27,4095,6494,787,26,4095,6474,2.9279,-1.8795,-0.83128,0.45945
827,50,24,6455,664,26,21,6779,768,139,4095,6460,776,34,4095,6505,796,29,4095,6493,788,27,4095,6473,2.9095,-2.0373,-0.81999,0.45945
828,48,25,6456,664,25,31,6780,768,138,22,6460,776,35,4095,6504,796,28,4095,6492,788,30,4095,6474,2.8642,-2.1666,-0.80196,0.45945
828,53,27,6456,664,24,17,6779,768,137,25,6461,776,33,4095,6505,796,31,4095,6493,788,32,4095,6472,2.8358,-2.3012,-0.77944,0.45945
828,50,23,6456,664,22,24,6778,768,137,24,6460,776,33,4095,6505,794,25,35,6493,788,30,4095,6473,2.813,-2.4439,-0.73695,0.45945
827,51,24,6456,664,24,28,6779,768,138,24,6461,775,34,4095,6505,794,23,27,6493,786,33,4095,6472,2.8123,-2.5984,-0.74731,0.45945
828,50,25,6457,662,28,19,6778,768,137,24,6460,776,40,53,6506,794,34,24,6493,786,33,4095,6472,2.7982,-2.7351,-0.72462,0.45945
827,51,21,6455,664,23,28,6780,768,138,15,6460,776,34,22,6504,794,23,24,6493,788,32,4095,6473,2.7994,-2.8794,-0.6661,0.45945
828,50,28,6456,664,24,21,6779,768,137,18,6460,774,33,22,6504,794,27,17,6493,788,32,4095,6473,2.8148,-3.0211,-0.66639,0.45945
